Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler
"Helgesens gate 42 C, 0553 Oslo",5700000.0,90000.0,15526.0,5805526.0,5805526.0,Leilighet,Andel,2,62 m²,62 m²,6,1890,G - rød,Grünerløkka: Lys og romslig 3-roms loftsleilighet. Delikate overflater og romslig terrasse. Ingen dok.avg.,Aktiv Torshov
"Sandakerveien 41, 0477 Oslo",6990000.0,234000.0,8032.0,7232032.0,7232032.0,Leilighet,Andel,2,89 m²,89 m²,3,1940,C - rød,"Rålekker og unik fabrikkleilighet i 3. etasje med magisk vindusrekke og 3,12 m takhøyde!",Aktiv Grønland/Bjørvika
"Doktor Holms vei 4G, 0787 Oslo",19800000.0,0.0,510670.0,20310670.0,1256.67,Enebolig,Eier (Selveier),232 m²,320 m²,1996,E - rød,769 m² (eiet),,"Enebolig over to plan med flott utsikt, solfylt tomt og dobbelgarasje. Peis. Stort potensial",Privatmegleren Tjuvholmen
"Frydens gate 1 A, 0564 Oslo",3650000.0,151917.0,8662.0,3810579.0,3810579.0,Leilighet,Andel,1,41 m²,41 m²,1,1948,E - lysegrønn,CARL BERNER: Lys og luftig 2-roms leilighet m/balkong. God takhøyde. Kjøkken fra 2015. Fyring og varmtvann inkl.,Boa Eiendomsmegling Oslo Øst
"Kløfterhagen 27 B, 1067 Oslo",4450000.0,188000.0,8626.0,4646626.0,4646626.0,Leilighet,Andel,3,100 m²,103 m²,1,1977,F - rød,"Lys og innbydende 4-roms med trappefri adkomst, to solrike terrasser, flott utsikt og garasje med mulighet for el-lader",
"Sarpsborggata 3B, 0468 Oslo",5500000.0,234467.0,15460.0,5749927.0,5749927.0,Leilighet,Andel,2,63 m²,63 m²,4,1901,,"Bjølsen - Innholdsrik og tiltalende 3-roms med separat kjøkken, peis og solrik balkong","EIE eiendomsmegling Røa, Skøyen og Ullern"
"Ensjøveien 29c, 0661 Oslo",3290000.0,189798.0,17394.0,3497192.0,3497192.0,Leilighet,Aksje,1,39 m²,39 m²,4,1946,G - mørkegrønn,Lys og moderne 2-roms leilighet med solrik balkong - Varmtvann og fyring inkl. - Parkering - Attraktiv beliggenhet,Privatmegleren Kvartal
"Filerveien 2, 0684 Oslo",3790000.0,201371.0,8626.0,3999997.0,3999997.0,Leilighet,Andel,2,65 m²,75 m²,2,1962,F - rød,"Romslig 3-roms med god planløsning|Populært borettslag |Nytt bad 2021|2 etasje|Stor, solrik balkong|Barnevennlig",
"Refstad allé 21, 0586 Oslo",13900000.0,0.0,363142.0,14263142.0,1404.42,Enebolig,Eier (Selveier),6,219 m²,236 m²,1970,E - gul,,Kjedet enebolig m/ meget attraktiv og barnevennlig beliggenhet - Parkering - Solrike uteplasser - Peis - Hage - Hybeldel,PrivatMegleren Park
"Gina Krogs vei 3A, 1153 Oslo",3880000.0,306000.0,10475.0,4196475.0,4196475.0,Leilighet,Aksje,2,61 m²,61 m²,4,1956,E - mørkegrønn,"Lys og delikat 3-roms toppleilighet | Stor, sydvestvendt balkong m/flott utsyn | Varmtv/fyr. inkl. | Ingen forkjøpsrett",Schala & Partners Årvoll
"Frydenbergveien 54, 0575 Oslo",3400000.0,18000.0,97020.0,3515020.0,3515020.0,Leilighet,Eier (Selveier),1,31 m²,31 m²,6,2008,C - mørkegrønn,Lys og luftig 2-roms selveier med vestvendt balkong - heis - God standard - Perfekt førstegangskjøp!,PrivatMegleren Aksept
"Biskop Jens Nilssøns gate 17 B, 0659 Oslo",4300000.0,9943.0,8662.0,4318605.0,4318605.0,Leilighet,Andel,1,55 m²,67 m²,3,2004,C - lysegrønn,ETTERSTAD: Fin og luftig 2-roms med 7kvm innglasset balkong. 67kvm. BRA. Flott utsikt og solforhold. Garasje m/el. Heis,Boa Eiendomsmegling Oslo Øst
"Treskeveien 1, 0681 Oslo",4000000.0,183000.0,15554.0,4198554.0,4198554.0,Leilighet,Andel,2,70 m²,79 m²,3,1964,G - rød,Lys og innbydene 3(4)-roms leilighet i 3.etg | Stor innglasset balkong | Rolig og barnevennlig område | Sjelden mulighet,
"Sørkedalsveien 209B, 0754 Oslo",6590000.0,0.0,180392.0,6770392.0,1166.67,Tomannsbolig,Eier (Selveier),3,83 m²,83 m²,2,1956,G - oransje,Flott del av tomannsbolig - Meget attraktiv og barnevennlig - Peis - Garasje - Balkong - Hage - 3 Soverom,PrivatMegleren Park
"Helgesens gate 20B, 0553 Oslo",4600000.0,49101.0,5264.0,4654365.0,4654365.0,Leilighet,Andel,2,53 m²,53 m²,4,1880,G - mørkegrønn,Lys og hyggelig 3-roms andel i klassisk bygård - God planløsning - Varmt vann inkl. - Ingen dok.avgift.,EiendomsMegler 1 Oslo Sentrum
"Ola Narr 20, 0563 Oslo",4800000.0,214022.0,15526.0,5029548.0,5029548.0,Leilighet,Andel,2,66 m²,68 m²,1,1947,G - mørkegrønn,"Meget pen 3-roms m/flott vestvendt balkong | Etterspurt beliggenhet | Fyring, varmtv. og TV/Internett inkl. | IN-ordning",Aktiv Grünerløkka
"Jacob Aalls gate 4, 0368 Oslo",3890000.0,0,106440.0,3996440.0,1650.0,Leilighet,Eier (Selveier),1,35 m²,35 m²,1972,F - rød,,Flott og meget arealeffektiv 2-roms med balkong! Rolig belliggende og skjermet fra gate. Lave felleskostnader. Må sees!,EIE eiendomsmegling Frogner
"Stjernemyrveien 38, 0673 Oslo",4200000.0,127752.0,15504.0,4343256.0,4343256.0,Leilighet,Andel,3,92 m²,99 m²,3,1967,F - mørkegrønn,"Rålekker 4-roms, nyoppusset i 2018! To delikate bad | Solrik innglasset balkong | Utsikt | Parkering | v.v/fyring inkl.",EIE eiendomsmegling Ensjø
"Odins gate 15, 0266 Oslo",7990000.0,25920.0,210012.0,8225932.0,8225932.0,Leilighet,Eier (Selveier),2,75 m²,75 m²,5,1898,G - lysegrønn,Flott og gjennomgående 3(4) roms toppleilighet - Privat takterasse på ca 10 m2 - 2 stuer - Peis,Nordvik Frogner
"Kirkeveien 50, 0368 Oslo",2890000.0,265742.0,8010.0,3163752.0,3163752.0,Leilighet,Andel,25 m²,25 m²,2,1938,F - mørkegrønn,,"Majorstuen | Lekker og kvadratsmart 1-roms m/ heis, alkove og moderne overflater! Fjernvarme & varmtvann inkl.",EIE eiendomsmegling Frogner
"Alnagata 22C, 0192 Oslo",5200000.0,43000.0,7967.0,5250967.0,5250967.0,Leilighet,Andel,2,64 m²,64 m²,1,2005,E - rød,Lekker og romslig 3-roms hjørneleilighet | Garasje m/lader - 24 kvm markterrasse m/ hage - Bygg fra 2005 - Ingen forkjøp,Krogsveen avd. Gamle Oslo
"Morells vei 30B og C, 0487 Oslo",12500000.0,0.0,313842.0,12813842.0,1389.83,Enebolig,Eier (Selveier),2,182 m²,210 m²,3,1989,F - oransje,Innholdsrik enebolig på 210 kvm m/mye sol og flott utsikt utover Oslo by og fjord! Hybel - Garasje og p-plass.,Krogsveen avd. Grefsen
"Schwachs gate 1, 0360 Oslo",8800000.0,102622.0,234092.0,9136714.0,9136714.0,Leilighet,Eier (Selveier),3,89 m²,89 m²,1,1922,G - mørkegrønn,Lekker og nyoppusset selveier - Gjennomgående 4-roms i vakre omgivelser - Fjernvarme - Peis - Mye bodplass!,PrivatMegleren Park
"Sørkedalsveien 1B, 0365 Oslo",6400000.0,15000.0,170012.0,6585012.0,6585012.0,Leilighet,Eier (Selveier),2,60 m²,60 m²,6,1938,G - mørkegrønn,Lekker og moderne 3-roms pusset opp i 2021 - Privat og solrik takterrasse på ca. 29 kvm - Balkong - Heis - Usjenert,Nordvik Bygdøy Allé
"Ole Messelts vei 60H, 0676 Oslo",3250000.0,54.0,82592.0,3332646.0,3332646.0,Leilighet,Eier (Selveier),2,61 m²,71 m²,1,1978,F - rød,Lys og gjennomgående 3-roms endeleilighet med innglasset balkong og flott utsikt. Garasjeplass. Rett ved markagrensa!,
"Ingeniørveien 16, 0196 Oslo",3690000.0,3708000.0,8457.0,7406457.0,7406457.0,Leilighet,Andel,3,90 m²,94 m²,1,2019,D - mørkegrønn,Stor 4-roms fra 2019 i 1.etg. med 2 terrasser og 2 bad. Garasje m/lader. Felles takterrasser. Rolig og sentrumsnært.,
"Ammerudveien 68, 0958 Oslo",3390000.0,409000.0,15504.0,3814504.0,3814504.0,Leilighet,Andel,3,83 m²,93 m²,3,E - mørkegrønn,,Attraktiv 4-roms med vestvendt balkong og marka som nærmeste nabo- Varmtvann og fyring inkludert - Heis - Må sees!,EIE eiendomsmegling Stovner
"Bidenkaps gate 1B, 0165 Oslo",4190000.0,1996.0,113789.0,4305785.0,4305785.0,Leilighet,Eier (Selveier),1,37 m²,37 m²,5,2007,D - mørkegrønn,Nyere og stilren 2-roms i 5. etg. | Heis | Vestvendt balkong | Lave felleskostn. | God standard | Attraktivt og rolig,Schala & Partners Kalbakken
"Griffenfeldts gate 17D, 0460 Oslo",3400000.0,185228.0,8060.0,3593288.0,3593288.0,Leilighet,Andel,1,52 m²,52 m²,1,1938,D - gul,Gjennomgående 2-roms leilighet med moderniseringsbehov | Baderom 2013 | Mulig for 2 sov | Kort vei til alle fasiliteter,PrivatMegleren Soria Moria
"Stensgata 38 B, 0358 Oslo",3700000.0,29828.0,107790.0,3837618.0,3837618.0,Leilighet,Eier (Selveier),1,37 m²,37 m²,3,1941,F - mørkegrønn,"Lys, skjermet og arealeffektiv 2-roms selveier i 3. etasje med lave felleskostnad - V.v./fyring, kabel-TV/internett inkl",PrivatMegleren Aksept
"Økernveien 214, 0584 Oslo",3700000.0,0,93842.0,3793842.0,2460.0,Leilighet,Eier (Selveier),1,48 m²,48 m²,5,2008,E - mørkegrønn,Stor og lys 2-roms toppleil. med solrik balkong og utsikt mot Oslofjorden. Moderne bygg fra 08 med heis. Lave f. kost!,Nordvik Løren
"Odvar Solbergs vei 174, 0973 Oslo",3100000.0,574000.0,15526.0,3689526.0,3689526.0,Leilighet,Andel,2,89 m²,102 m²,1,1973,D - rød,"Lys og gjennomgående leilighet - Innglasset, vestvendt balkong på hele 11,5 kvm - Garasje - Barnevennlig beliggenhet!",Aktiv Carl Berner
"Hovseterveien 84 D, 0756 Oslo",3590000.0,460000.0,15507.0,4065507.0,4065507.0,Leilighet,Andel,1,53 m²,53 m²,6,1975,D - rød,Lys og pen 2-roms leilighet | Balkong m/ fantastisk utsikt | Garasje | Heis | Varmtvann inkl. | Bad 2018 |,"EIE eiendomsmegling Røa, Skøyen og Ullern"
"GUVERNØRENS VEI 5, 0284 Oslo",23000000.0,0.0,590642.0,23590642.0,1507.58,Enebolig,Eier (Selveier),5,336 m²,398 m²,1950,G - gul,,"Enebolig + stort, fleksibelt tilbygg - Vidstrakt utsikt over fjord/omland. Solrik hage, flere soverom, bad og p-plasser.",PrivatMegleren Park
"Sars' gate 46, 0564 Oslo",3900000.0,157000.0,8626.0,4065626.0,4065626.0,Leilighet,Andel,1,53 m²,53 m²,4,1940,F - rød,"Rålekker 2-roms | Nytt bad | Teglstein | Tregulv | Kan bli 3-roms | V.vann, fyring, nett inkl. | Idyllisk bakgård",
"TRESKEVEIEN 31 U, 0681 Oslo",8250000.0,25000.0,217190.0,8492190.0,8492190.0,Rekkehus,Eier (Selveier),3,103 m²,106 m²,2012,B - oransje,,Lekkert rekkehus fra 2012 | Garasjeplass m/lader | Hage | Terrasse | Takterrasse | 3(4) sov | Peis | Barnevennlig,PrivatMegleren Panorama
"Mekanikerveien 8, 0683 Oslo",3490000.0,175000.0,15556.0,3680556.0,3680556.0,Leilighet,Andel,2,61 m²,68 m²,1,1962,G - rød,Pen og romslig 3- roms med fantastisk utsikt og stor innglasset balkong. Barnevennlig og attraktiv beliggenhet.,Notar Oslo
"Bogstadveien 9A, 0355 Oslo",4390000.0,0,119392.0,4509392.0,2560.0,Leilighet,Eier (Selveier),1,45 m²,45 m²,2,1937,F - mørkegrønn,Pen og tiltalende 2-roms selveier på 45 kvm med god planløsning og heis. Vender mot bakgård - Inngang Sporveisgata.,Nordvik Frogner
"Ammerudhellinga 56, 0959 Oslo",3400000.0,267405.0,8010.0,3675415.0,3675415.0,Leilighet,Andel,3,87 m²,99 m²,12,1967,F - mørkegrønn,Romslig 4-roms med god planløsning | Moderniseringsbehov | Herlig utsikt | Varmtvann og fyring inkl. | Nærhet til t-bane,EIE eiendomsmegling Ensjø
"Heimdalsgata 4, 0561 Oslo",2940000.0,1145000.0,8060.0,4093060.0,4093060.0,Leilighet,Andel,1,45 m²,45 m²,4,2006,D - mørkegrønn,"Lys, gjennomgående og moderne 2-roms i indre gård. Sørvendt balkong på 5 kvm. Sentralt. In-ordning.",PrivatMegleren Excellence
"Jomfrubråtveien 85 og 85B, 1179 Oslo",32500000.0,0,1040670.0,33540670.0,0.0,Enebolig,Eier (Selveier),308 m²,507 m²,1923,D - mørkegrønn,1379 m² (eiet),,To eneboliger med meget attraktiv og populær beliggenhet - Store muligheter - Samlet tomt på 1 379m².,PrivatMegleren Panorama
"Villaveien 38, 0371 Oslo",32000000.0,0.0,815670.0,32815670.0,1904.5,Enebolig,Eier (Selveier),5,266 m²,287 m²,1931,G - gul,,"FRØEN/BLINDERN - Nydelig funkisvilla tegnet av ark. Bjarne Lous Mohr. Praktfull hage ca. 1,8 mål plen- og naturtomt.",Privatmegleren Kvartal
"Nordtvetveien 44, 0952 Oslo",3750000.0,82437.0,8060.0,3840497.0,3840497.0,Leilighet,Andel,2,63 m²,64 m²,1,1949,E - rød,"Lekker 3-roms m/gjennomført stil, peis i stuen, gulvvarme i flere rom og downlights. Overbygd balkong m/gode solforhold.",PrivatMegleren Primera
"Fredensborgveien 39B, 0177 Oslo",3950000.0,48640.0,111520.0,4110160.0,4110160.0,Leilighet,Eier (Selveier),1,46 m²,46 m²,3,1893,,"Lys & luftig 2-roms selveier | Stue m/ takhøyde 2,9m | Opparbeidet bakgård | Mulighet for 3-roms | Kort vei til ""alt""",PrivatMegleren Rodeløkka
"Hafrsfjordgata 26B, 0268 Oslo",8700000.0,14000.0,12620.0,8726620.0,8726620.0,Leilighet,Aksje,2,95 m²,97 m²,1,1931,G - mørkegrønn,Delikat og nyoppusset 3-roms leilighet med høy standard på Frogner | Nytt kjøkken og bad i 2021 | Nye vinduer i 2020 |,
"Vossegata 18A, 0475 Oslo",4200000.0,179000.0,15526.0,4394526.0,4394526.0,Leilighet,Andel,1,45 m²,45 m²,3,1969,F - rød,"Utrolig hyggelig 2-roms hjørneleil. m/ solrik, sørvendt balkong - God standard - Mulig parkeringsleie - Lite innsyn",Sem & Johnsen
"Sandakerveien 29D, 0473 Oslo",4370000.0,208394.0,15526.0,4593920.0,4593920.0,Leilighet,Andel,1,52 m²,52 m²,2,1921,G - oransje,"Fin og gjennomgående 2-roms med peis. Bad, separat toalett og nye rør fra 2014 i regi av borettslaget. God planløsning.",Aktiv Grünerløkka
"Furuset Allé 11 B, 1053 Oslo",8700000.0,0.0,233170.0,8933170.0,1374.58,Enebolig,Eier (Selveier),6,184 m²,184 m²,1924,G - gul,,Vesentlig påkostet og lekker enebolig. Utsikt og godkjent hybel. Leieinntekt. 3 bad og 6 sov. 3 plan. Sentrumsnært.,PrivatMegleren Infinita
"Torshovgata 15C, 0476 Oslo",3700000.0,78000.0,12620.0,3790620.0,3790620.0,Leilighet,Aksje,1,37 m²,37 m²,1,1939,E - rød,Gjennomført 2-roms med sentral beliggenhet. Smarte og gode løsninger. God standard i høy 1.etasje.,
"Markveien 51B, 0554 Oslo",6650000.0,99838.0,181489.0,6931327.0,6931327.0,Leilighet,Eier (Selveier),2,85 m²,85 m²,3,1890,,SOLGT. Klassisk og gjennomgående 3-r hjørneleilighet med attraktiv beliggenhet | Stukkatur & rosett | Balkong | Peisovn,Schala & Partners Carl Berner
"Bygdøy allé 125A, 0273 Oslo",7590000.0,197000.0,204312.0,7991312.0,7991312.0,Leilighet,Eier (Selveier),3,94 m²,94 m²,1954,G - mørkegrønn,,"Frogner/Sjølyst - Nyoppusset, stor og flott 4-roms selveier med 2021 standard. Balkong - Parkering",Nordvik Bygdøy Allé
"Trondheimsveien 197A, 0570 Oslo",3950000.0,0,107769.0,4057769.0,2550.0,Leilighet,Eier (Selveier),1,50 m²,53 m²,8,1929,D - rød,Unik 2-roms hjørneleilighet med flott utsikt i 8. etasje! | Felles takterrasse med panoramautsikt | Heis | Garasjeleie*,Schala & Partners Kalbakken
"Ullern allé 57, 0381 Oslo",10800000.0,23000.0,271912.0,11094912.0,11094912.0,Leilighet,Eier (Selveier),3,145 m²,145 m²,1,1982,F - oransje,Romslig og gjennomgående 4-roms endeleilighet med trappefri beliggenhet. To terrasser og hage. Sydvendt. Garasjeplass,
"Stålfjæra 30D, 0975 Oslo",3200000.0,1627.0,81342.0,3282969.0,3282969.0,Leilighet,Eier (Selveier),1,43 m²,43 m²,1,2008,,Lys 2-roms eierleilighet med solrik markterrasse på hele 27 kvm. - Lave felleskostnader - Perfekt førstegangskjøp!,
"Kristiansands gate 11B, 0463 Oslo",4370000.0,47819.0,111762.0,4529581.0,4529581.0,Leilighet,Eier (Selveier),2,60 m²,60 m²,1955,G - rød,,"Lys, pen og gjennomgående 3(4)-roms| Bad fra 2018|God planløsning| Meget flott bakgård| Etterspurt beliggenhet på Sagene",
"Hans Nordahls gate 18, 0481 Oslo",4990000.0,0,125920.0,5115920.0,2305.0,Leilighet,Eier (Selveier),1,42 m²,42 m²,6,2021,C - mørkegrønn,Grefsen stasjon |NY og Rålekker utsiktsleilighet i 6. etasje. Høy standard. Garasjeplass*,Røisland & Co Eiendomsmegling AS
"MUNKEDAMSVEIEN 84 B, 0270 Oslo",2990000.0,12500.0,78000.0,3080500.0,3080500.0,Leilighet,Eier (Selveier),0,19 m²,19 m²,3,1952,G - lysegrønn,Nydelig selveier perle i et av Oslo`s fineste strøk - Nyoppusset med P-plass - Perfekt førstegangskjøp/utleieobjekt,
"Oslo gate 2C, 0192 Oslo",5900000.0,54085.0,8060.0,5962145.0,5962145.0,Leilighet,Andel,2,66 m²,66 m²,1876,G - rød,,"Svært pent oppusset 3-roms klassisk hjørneleilighet med 1,5 bad. Ingen dok.avgift og gåavstand til alt i sentrum.",PrivatMegleren Panorama
"Neuberggata 3B, 0367 Oslo",4190000.0,6979.0,109542.0,4306521.0,4306521.0,Leilighet,Eier (Selveier),2,37 m²,37 m²,1,1897,G - oransje,Nydelig og attraktiv 3-roms rett ved Vestkanttorget | Stukkatur | Bad & kjøkken f/2019 | Rolig bakgård | God standard!,Nordvik Ullevål
"Conradis gate 1A, 0559 Oslo",3200000.0,93580.0,83662.0,3377242.0,3377242.0,Leilighet,Eier (Selveier),0,30 m²,30 m²,1,1900,F - rød,Gjennomgående og lys 1-roms selveier. Rosett og stukkatur. Oppussingsobjekt. Attraktivt og sentralt.,Nordvik Løren
"Rasmus Winderens vei 31, 0373 Oslo",3900000.0,9000.0,8626.0,3917626.0,3917626.0,Leilighet,Andel,1,41 m²,41 m²,3,1962,G - rød,Lys og hyggelig topp- og hjørneleilighet | Sørvendt balkong med hyggelig utsyn og utsikt | Lave FK | P-plasser*,Krogsveen avd. Majorstuen
"Sørengkaia 80, 0194 Oslo",16900000.0,0,423842.0,17323842.0,7710.0,Leilighet,Eier (Selveier),3,140 m²,140 m²,5,2013,C - mørkegrønn,Fantastisk og romslig 4-roms - Takterrasse og tre balkonger på totalt ca 162 kvm - Garasje med el-lader,Nordvik St.Hanshaugen
"Vetlandsveien 66, 0684 Oslo",2945000.0,75000.0,15554.0,3035554.0,3035554.0,Leilighet,Andel,1,32 m²,34 m²,9,1963,D - rød,LEKKER & AREALEFFEKTIV 1(2)-ROMS | SOLRIK VESTVENDT UTSIKTSBALKONG | 9.ETG MED HEIS | FYRING OG V.VANN | V/ BUTIKK/MARKA,
"Fjellgata 51, 0566 Oslo",4000000.0,121000.0,12620.0,4133620.0,4133620.0,Leilighet,Aksje,1,59 m²,59 m²,3,1932,D - rød,"Sjarmerende og stilig 2(3)-roms med originale tregulv og peis. Ingen forkjøpsrett, sentral beliggenhet, pen bakgård!",
"Garver Ytteborgs vei 115, 0977 Oslo",2400000.0,140000.0,15557.0,2555557.0,2555557.0,Leilighet,Andel,31 m²,31 m²,2,1968,D - rød,,Flott 1-roms med alkove - Rehabilitert bad fra 2018 - VV og fyring inkl.- Kjøkken fra 2020 - Vestvendt balkong,
"Mor Go´ hjertas vei 23, 0469 Oslo",2590000.0,735968.0,8010.0,3333978.0,3333978.0,Leilighet,Andel,1,23 m²,23 m²,5,1948,G - mørkegrønn,Meget pen og praktisk 2-roms toppleilighet med vestvendt balkong - Heis - God takhøyde - Ingen forkjøpsrett,EIE eiendomsmegling Lillestrøm
"Holmenkollveien 74A, 0784 Oslo",6900000.0,196359.0,186420.0,7282779.0,7282779.0,Leilighet,Eier (Selveier),2,91 m²,95 m²,4,1980,G - rød,"3-roms toppleilighet med stor sydvestvent terrasse, gode sol -og utsiktsforhold, garasje med lader, nær marka.",EIE eiendomsmegling Majorstuen
"Schweigaards gate 74, 0656 Oslo",9000000.0,0,234642.0,9234642.0,3396.0,Leilighet,Eier (Selveier),2,121 m²,121 m²,5,1900,G - oransje,"Svært attraktiv 4-roms toppleilighet. Gjennomgående leilighet med klassiske detaljer, 2 balkonger og 3 ildsteder.",Nordvik Majorstuen
"Christian Krohgs gate 28A, 0186 Oslo",3590000.0,0,8009.0,3598009.0,1997.0,Leilighet,Andel,1,38 m²,38 m²,4,1894,G - oransje,"Lys, luftig & klassisk hjørneleilighet | Utsikt mot Akerselva | Smarte løsninger | Bad & kjøkken 2018 | Lave felleskost.",Schala & Partners Bjørvika/Gamle Oslo
"Bjartveien 2B, 0687 Oslo",3100000.0,224000.0,9126.0,3333126.0,3333126.0,Leilighet,Andel,1,39 m²,39 m²,2,1954,D - lysegrønn,Flott 2-romsleilighet med solrik veranda - Bad fra 2017 - Kort vei til T-bane - Vv/fyr inkl. - Forkjøpsrett avklart,Krogsveen avd. Oppsal
"Dagaliveien 4A, 0776 Oslo",12000000.0,0.0,317342.0,12317342.0,1344.75,Enebolig,Eier (Selveier),5,114 m²,269 m²,1981,8,,Innholdsrik enebolig o/ 3 plan + loft under påbygging - 269 kvm BRA - Dobbelgarasje - Hybel med egen inngang,Nordvik Ullevål
"Kirkeveien 110C, 0364 Oslo",5500000.0,0,147142.0,5647142.0,3423.0,Leilighet,Eier (Selveier),2,59 m²,59 m²,1,1938,G - mørkegrønn,Nyoppusset og innflytningsklar 3-roms - Fyring & varmtvann inkl. - Parkering* - God planløsning - Peis,Nordvik Majorstuen
"Messepromenaden 2, 0279 Oslo",4800000.0,0,131542.0,4931542.0,2665.0,Leilighet,Eier (Selveier),1,51 m²,51 m²,2,2005,C - mørkegrønn,"Lys og praktisk leilighet med solrik balkong, heis og felles takterrasse med fantastisk utsikt. Mulighet for parkering.",Sem & Johnsen
"Nordstrand terrasse 59, 1170 Oslo",11500000.0,0,288842.0,11788842.0,0.0,Enebolig,Eier (Selveier),4,173 m²,205 m²,3,1979,G - oransje,Enebolig over 3 plan med fantastisk fjordutsikt. Badestrand med umiddelbar nærhet. Familievennlig planløsning. Dbl.Garas,Krogsveen avd. Sandvika
"Urtegata 24A, 0187 Oslo",4050000.0,148172.0,106324.0,4304496.0,4304496.0,Leilighet,Eier (Selveier),1,56 m²,56 m²,1,1990,F - rød,"Nyoppusset, lekker 2-roms eierleilighet. Attraktiv beliggenhet og nærhet til ""alt"".",EiendomsMegler 1 Oslo Sentrum
"Roveruds gate 4, 0481 Oslo",4500000.0,147256.0,1159.0,4648415.0,4648415.0,Leilighet,Andel,1,55 m²,55 m²,2,1929,G - oransje,Lys og tiltalende 2-R i populær klassisk gård I slipte tregulv I vedovn I bad 2016/kjøkken 2020 I lave felleskostnader,Schala & Partners Sagene
"Bernt Knudsens vei 62, 1163 Oslo",5850000.0,0,147592.0,5997592.0,3500.0,Leilighet,Eier (Selveier),2,68 m²,68 m²,2,1952,G - oransje,"Vestvendt solrik 3-roms i flermannsbolig med balkong på 11 kvm, solrik hage, moderne bad, p-plass, attraktiv beliggenhet",Krogsveen avd. Nordstrand
"Grefsenkollveien 38, 0490 Oslo",8750000.0,58088.0,229219.0,9037307.0,9037307.0,Leilighet,Eier (Selveier),3,102 m²,102 m²,-3,1978,E - oransje,Gjennomført 4-r med påkostet og unik finish | panoramautsikt | solrik uteplass | peis | garasjeplass | marka som nabo,Schala & Partners Sagene
"Romsdalsgata 2A, 0556 Oslo",4790000.0,0,121124.0,4911124.0,3948.0,Leilighet,Eier (Selveier),2,55 m²,55 m²,1,1930,F - mørkegrønn,Nyoppusset(2021) 3-roms selveierleilighet |Eksklusivt bad |Lekkert kjøkken |V.vann og fyring inkl. |Populært område,EiendomsMegler 1 Gamle Oslo
"Munkerudveien 27B, 1163 Oslo",11900000.0,0,298842.0,12198842.0,2500.0,Tomannsbolig,Eier (Selveier),3,153 m²,159 m²,2008,D - rød,,Meget pen halvpart av vertikaldelt bolig | Attraktivt område | Familievennlig | Takterrasse 36kvm | 2 garasjeplasser,Krogsveen avd. Gamle Oslo
"Martin Skatvedts vei 5B, 0950 Oslo",3300000.0,292000.0,8626.0,3600626.0,3600626.0,Leilighet,Andel,2,64 m²,64 m²,3,1954,G - rød,"Lys og delikat 3-roms leilighet m/balkong på 7,5 kvm | Sentral og familievennlig beliggenhet | 3 boder | Nær marka",
"Hauketoveien 15B, 1266 Oslo",6990000.0,0,176120.0,7166120.0,0.0,Tomannsbolig,Eier (Selveier),5,114 m²,2021,6,790 m² (eiet),,Ny 1/2 part tomannsbolig med hele 5 soverom og 2 Bad - Carport - Hage - Populært boområde!,EIE eiendomsmegling Bærum
"Sandakerveien 74A, 0484 Oslo",6450000.0,345917.0,171212.0,6967129.0,6967129.0,Leilighet,Eier (Selveier),2,72 m²,72 m²,2,1973,D - rød,"Lekker 3-roms selveier med god standard, heisadkomst, garasjeplass og elbillader. Store vinduer og stor, solrik balkong.",
"Aslakveien 24A, 0753 Oslo",6950000.0,0,183392.0,7133392.0,3367.0,Leilighet,Eier (Selveier),2,74 m²,5,2020,3,,"Lekker & gjennomgående 3-r selveier fra 2020 i 6. etg m solrik balkong, heis og garasjeplass(EL-billader). Flott utsikt!",Nordvik Frogner
"Bogstadveien 37, 0366 Oslo",8450000.0,0,220270.0,8670270.0,2988.0,Leilighet,Eier (Selveier),2,94 m²,94 m²,3,1910,,Majorstuen - Klassisk og pen 3-roms hjørneleilighet med balkong. Nyere kjøkken og bad. Lave felleskostnader,"EIE eiendomsmegling Røa, Skøyen og Ullern"
"Uelands gate 12, 0175 Oslo",4250000.0,0,107592.0,4357592.0,2092.0,Leilighet,Eier (Selveier),1,42 m²,42 m²,4,1938,G - mørkegrønn,Perfekt førstegangskjøp|Delikat 2-roms med god standard|Teglstein|Betydelig oppgradert 2021|Balkong på ca 3 kvm|,
"Johan Castbergs vei 16, 0673 Oslo",3000000.0,178000.0,80824.0,3258824.0,3258824.0,Leilighet,Eier (Selveier),2,71 m²,71 m²,2,1970,F - mørkegrønn,SOLGT! VISNING AVLYST. KONTAKT MEGLER FOR MER INFORMAJON|,EiendomsMegler 1 Stovner
"Rektorhaugen 37, 0876 Oslo",4500000.0,284893.0,8032.0,4792925.0,4792925.0,Leilighet,Andel,1,57 m²,57 m²,2,1960,E - mørkegrønn,Lys og romslig 2-roms m/vestvendt balkong - V.v. og fyring inkl. i felleskostn. - Attraktiv beliggenhet i blindvei!,Aktiv Carl Berner
